Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)"
Brazil,BRA,2020-04-15,1649.28571,,103064.19,133075.7061,197631,31329.3463655342
Brazil,BRA,2020-04-16,1770.42857,,108152.57,140622.5636,201795,33460.5230766778
Brazil,BRA,2020-04-17,1795.42857,,113383.03,148401.7533,205355,33732.4829147915
Brazil,BRA,2020-04-18,2006.28571,,119116.52,156377.4693,208352,37436.9957044081
Brazil,BRA,2020-04-19,2267.42857,,125550.9,164508.6136,210833,41980.5494935784
Brazil,BRA,2020-04-20,2355,,132252.45,172749.4988,212847,43218.2250845343
Brazil,BRA,2020-04-21,2450.14286,,139198.83,181050.3543,214445,44520.7980762269
Brazil,BRA,2020-04-22,2545.28571,,146109.19,189357.6898,215673,45742.2863599644
Brazil,BRA,2020-04-23,2491,,152568.4,197615.1228,216575,44224.3600646027
Brazil,BRA,2020-04-24,2723.85714,,160144.77,205764.2021,217194,47715.6009638635
Brazil,BRA,2020-04-25,2759,,168497.9,213745.6452,217565,47630.5323024285
Brazil,BRA,2020-04-26,3130,,177670.32,221500.7628,217720,53185.8058381056
Brazil,BRA,2020-04-27,3319.14286,,187510.98,228973.3743,217689,55443.2857521007
Brazil,BRA,2020-04-28,3702.85714,,196504.76,236111.5395,217496,60727.1315737853
Brazil,BRA,2020-04-29,4115.28571,,202889.69,242868.6159,217162,66179.0980955799
Brazil,BRA,2020-04-30,4629.28571,,208084.34,249204.0519,216705,72906.5646524196
Brazil,BRA,2020-05-01,5126.85714,,213353.52,255084.4553,216143,78977.044177724
Brazil,BRA,2020-05-02,5513.42857,,218979.15,260485.0267,215488,82974.7635220126
Brazil,BRA,2020-05-03,5435.71429,,222944.89,265390.7234,214752,79826.8495541766
Brazil,BRA,2020-05-04,5608.42857,,228088.75,269796.815,213944,80281.4424143922
Brazil,BRA,2020-05-05,5897,,233902.58,273708.4265,213074,82190.8420830392
Brazil,BRA,2020-05-06,6118.42857,,240525.1,277139.9601,212148,82949.593403334
Brazil,BRA,2020-05-07,6722.28571,,247596.86,280113.7592,211128,88566.0175634986
Brazil,BRA,2020-05-08,7103.71429,,254986.04,282657.9968,210088,90873.6992382342
Brazil,BRA,2020-05-09,7677,,262783,284804.9347,209027,95281.684244812
Brazil,BRA,2020-05-10,8482.85714,,271256.36,286589.8822,207909,102076.500712306
Brazil,BRA,2020-05-11,8793.14286,,280679.32,288049.4611,206750,102526.029624369
Brazil,BRA,2020-05-12,8650.14286,,288483.56,289219.2287,205557,97679.1620402347
Brazil,BRA,2020-05-13,8982,,291450.98,290132.3293,204370,98189.5791289744
Brazil,BRA,2020-05-14,9108,,291558.51,290818.9098,203180,96360.2123318963
Brazil,BRA,2020-05-15,9687.42857,,290941.05,291305.2953,201955,99169.5322103821
Brazil,BRA,2020-05-16,10413.57143,,290188.83,291614.1015,200722,103138.53501276
Brazil,BRA,2020-05-17,11029,,290302.42,291765.3917,199477,105683.930567344
Brazil,BRA,2020-05-18,11197.28571,,290600.68,291777.6794,198238,103819.698805133
Brazil,BRA,2020-05-19,12269.85714,,290579.18,291669.2465,196994,110099.342840201
Brazil,BRA,2020-05-20,13434.14286,,290734.68,291459.1135,195744,116696.378065132
Brazil,BRA,2020-05-21,14657.85714,,290610.33,291167.1462,194492,123305.394749379
Brazil,BRA,2020-05-22,15309.85714,,290539.23,290813.7331,193241,124779.963602401
Brazil,BRA,2020-05-23,16095.28571,,290580.48,290419.6874,191996,127164.549026625
Brazil,BRA,2020-05-24,16322.28571,,290750.15,290005.7225,190759,125084.793473739
Brazil,BRA,2020-05-25,17447.28571,,290510.17,289591.6353,189534,129777.210790088
Brazil,BRA,2020-05-26,17239.71429,,289655.36,289196.0289,188322,124555.800343362
Brazil,BRA,2020-05-27,17084.85714,,288216.59,288836.2156,187129,119990.666229948
Brazil,BRA,2020-05-28,17177.42857,,287118.96,288527.5702,185959,117369.417728809
Brazil,BRA,2020-05-29,18307.28571,,286282.66,288283.7685,184819,121802.577401931
Brazil,BRA,2020-05-30,19182.28571,,285964.67,288116.2792,183713,124381.927312852
Brazil,BRA,2020-05-31,21577.42857,,285895.41,288033.3522,182651,136483.583744551
Brazil,BRA,2020-06-01,21662.57143,,286122.67,288039.7358,181644,133789.42030413
Brazil,BRA,2020-06-02,21649.85714,,286019.77,288137.0195,180693,130680.324341851
Brazil,BRA,2020-06-03,23451.57143,,285627.79,288323.8422,179808,138479.441822651
Brazil,BRA,2020-06-04,24599.28571,,284910.92,288595.9068,178998,142235.750535967
Brazil,BRA,2020-06-05,25242,,284376.39,288946.514,178272,143052.407904938
Brazil,BRA,2020-06-06,25799.42857,,283979.21,289366.9237,177638,143441.28473622
Brazil,BRA,2020-06-07,24913.85714,,284226.18,289846.8018,177105,136018.63201377
Brazil,BRA,2020-06-08,25272.71429,,284752.63,290374.9592,176677,135610.906363316
Brazil,BRA,2020-06-09,25852.14286,,284715.76,290939.66,176361,136460.189295355
Brazil,BRA,2020-06-10,26302.85714,,285280.09,291528.8775,176158,136693.612227075
Brazil,BRA,2020-06-11,26914.28571,,285871.55,292130.9776,176072,137822.319342016
Brazil,BRA,2020-06-12,26842.28571,,286240.3,292735.4573,176103,135546.433946113
Brazil,BRA,2020-06-13,26149.71429,,285140.3,293333.4507,176249,130314.206947086
Brazil,BRA,2020-06-14,25382.42857,,285246.08,293917.3532,176508,124916.933732711
Brazil,BRA,2020-06-15,25123.71429,,285487.55,294481.0304,176877,122186.788346153
Brazil,BRA,2020-06-16,25837,,285406.21,295019.8385,177352,124252.416321452
Brazil,BRA,2020-06-17,26240.85714,,285274.29,295530.0102,177927,124857.229604919
Brazil,BRA,2020-06-18,26137.28571,,285051.26,296008.4073,178595,123111.799359503
Brazil,BRA,2020-06-19,25044.85714,,284642.94,296452.3283,179349,116834.608787421
Brazil,BRA,2020-06-20,29157.57143,,284411.37,296858.8953,180181,134774.511688618
Brazil,BRA,2020-06-21,31009.28571,,284523.84,297224.1929,181081,142076.009255434
Brazil,BRA,2020-06-22,31059.14286,,284765.04,297542.6939,182042,141104.065338132
Brazil,BRA,2020-06-23,31171.28571,,284669.47,297807.4749,183054,140460.428957824
Brazil,BRA,2020-06-24,31816.71429,,284164.83,298010.852,184108,142236.772331377
Brazil,BRA,2020-06-25,33322,,283381.21,298144.3297,185199,147820.068927499
Brazil,BRA,2020-06-26,35710.28571,,282334.87,298198.9669,186317,157221.130756954
Brazil,BRA,2020-06-27,34580.14286,,281205.52,298166.3091,187457,151116.120944326
Brazil,BRA,2020-06-28,35155.42857,,280237.26,298039.2881,188614,152502.362436942
Brazil,BRA,2020-06-29,37015,,279068.4,297812.2272,189782,159396.703765038
Brazil,BRA,2020-06-30,37389.28571,,277510.95,297481.4228,190957,159833.582342055
Brazil,BRA,2020-07-01,36590.71429,,276105.7,297045.71,192134,155273.985168177
Brazil,BRA,2020-07-02,37160.28571,,275057.78,296506.8928,193310,156526.761816653
Brazil,BRA,2020-07-03,38392,,274249.06,295869.4777,194483,160507.493292114
Brazil,BRA,2020-07-04,37729.57143,,273775.42,295140.6685,195649,156543.386221132
Brazil,BRA,2020-07-05,37619.57143,,273439.72,294330.2465,196810,154885.139063722
Brazil,BRA,2020-07-06,36987.42857,,273389.1,293450.1954,197952,151088.354046815
Brazil,BRA,2020-07-07,36441.28571,,272839.84,292513.6758,199080,147667.216891386
Brazil,BRA,2020-07-08,38078.28571,,272385.79,291534.453,200194,153041.895577187
Brazil,BRA,2020-07-09,37772.42857,,272454.41,290526.0885,201289,150548.850738597
Brazil,BRA,2020-07-10,36988.71429,,272170.52,289501.1849,202369,146173.30236785
Brazil,BRA,2020-07-11,37392.28571,,271904.5,288470.2812,203421,146489.036825275
Brazil,BRA,2020-07-12,37549.42857,,272050.22,287441.3812,204451,145808.061814199
Brazil,BRA,2020-07-13,37375.14286,,271765.26,286419.7244,205455,143830.596477357
Brazil,BRA,2020-07-14,37383.28571,,270969.62,285408.003,206433,142553.19328057
Brazil,BRA,2020-07-15,36890.71429,,270123.18,284406.292,207387,139378.393120262
Brazil,BRA,2020-07-16,36226.85714,,268847.81,283411.9682,208304,135595.111374978
Brazil,BRA,2020-07-17,36624.57143,,267628.78,282419.9772,209187,135795.773609251
Brazil,BRA,2020-07-18,35071.57143,,266592.74,281423.5902,210035,128808.591339642
Brazil,BRA,2020-07-19,33572.85714,,265805.28,280414.6453,210846,122135.077727492
Brazil,BRA,2020-07-20,33386.85714,,265241.64,279383.8913,211616,120306.319479278
Brazil,BRA,2020-07-21,33382.71429,,264009.96,278321.4437,212348,119153.235120982
Brazil,BRA,2020-07-22,33261.42857,,262095.98,277217.0643,213024,117603.294471787
Brazil,BRA,2020-07-23,37252.28571,,259793.58,276060.0307,213649,130485.372706863
Brazil,BRA,2020-07-24,39332,,257378.8,274839.5501,214221,136500.4630855
Brazil,BRA,2020-07-25,42434,,255122.55,273545.3532,214736,145929.489305749
Brazil,BRA,2020-07-26,45664.71429,,253101.41,272168.0712,215199,155641.507860463
Brazil,BRA,2020-07-27,45814.57143,,251145.6,270699.3962,215589,154792.911253658
Brazil,BRA,2020-07-28,46247,,248786.51,269132.5861,215916,154929.154681241
Brazil,BRA,2020-07-29,46219.57143,,246178.04,267462.8177,216177,153563.793995184
Brazil,BRA,2020-07-30,46393,,243585.73,265687.4681,216374,152915.40542408
Brazil,BRA,2020-07-31,46089.57143,,240868.68,263806.141,216508,150754.615478384
Brazil,BRA,2020-08-01,45588.42857,,238289.01,261820.4368,216569,148025.062917616
Brazil,BRA,2020-08-02,44766.28571,,236575.03,259734.3551,216564,144343.576199785
Brazil,BRA,2020-08-03,44940.85714,,235031.11,257554.9807,216494,143951.287140726
Brazil,BRA,2020-08-04,43991.85714,,233168.25,255292.453,216359,140037.59458799
Brazil,BRA,2020-08-05,45532.85714,,230803.18,252959.8167,216162,144103.120417155
Brazil,BRA,2020-08-06,43829.71429,,228330.54,250573.2273,215902,137967.966524841
Brazil,BRA,2020-08-07,43158.57143,,226021.76,248152.6252,215581,135185.223660503
Brazil,BRA,2020-08-08,42851,,223993.64,245721.9168,215202,133620.427411513
Brazil,BRA,2020-08-09,43505,,222642.22,243308.9774,214767,135114.884819621
Brazil,BRA,2020-08-10,43106.42857,,221474.11,240945.9959,214278,133402.89630996
Brazil,BRA,2020-08-11,43878.85714,,220080.14,238667.5121,213736,135378.25570705
Brazil,BRA,2020-08-12,43958.42857,,217751.13,236501.0272,213143,
Brazil,BRA,2020-08-13,43673.14286,,215062.89,234468.8528,212500,
Brazil,BRA,2020-08-14,44666.28571,,212406.74,232580.8376,211807,
Brazil,BRA,2020-08-15,44725.42857,,209611.93,230833.2133,211067,
Brazil,BRA,2020-08-16,43526.28571,,207307.69,229210.2297,210278,
Brazil,BRA,2020-08-17,43539.28571,,204931.16,227684.8411,209442,
Brazil,BRA,2020-08-18,43157.14286,,202178.61,226235.5113,208558,
Brazil,BRA,2020-08-19,42532,,199219.14,224969.7368,207627,
Brazil,BRA,2020-08-20,41695.28571,,196433.5,223779.883,206648,
Brazil,BRA,2020-08-21,39585.57143,,193706.04,222631.0957,205621,
Brazil,BRA,2020-08-22,36687.14286,,191003.1,221530.7254,204547,
Brazil,BRA,2020-08-23,37895.14286,,188571.13,220591.2656,203423,
Brazil,BRA,2020-08-24,37940.85714,,186042.82,219640.0571,202252,
Brazil,BRA,2020-08-25,37613,,183609.99,218888.1793,201032,
Brazil,BRA,2020-08-26,37520.14286,,181219.34,218400.6715,199763,
Brazil,BRA,2020-08-27,37214.85714,,179090.59,218181.0557,198446,
Brazil,BRA,2020-08-28,37059.42857,,177033.44,218023.783,197080,
Brazil,BRA,2020-08-29,38924.71429,,175152.18,217861.7214,195667,
Brazil,BRA,2020-08-30,37684.42857,,173626.73,217703.2602,194206,
Brazil,BRA,2020-08-31,36646.85714,,172298.56,217000.3339,192699,
Brazil,BRA,2020-09-01,40773,,170689.14,215776.4956,191147,
Brazil,BRA,2020-09-02,40133.71429,,168863.28,214605.8184,189550,
Brazil,BRA,2020-09-03,40101.28571,,167044.13,213468.7037,187911,
Brazil,BRA,2020-09-04,40035.28571,,165548.15,212130.4646,186231,
Brazil,BRA,2020-09-05,41147,,164148.08,210588.9198,184512,
Brazil,BRA,2020-09-06,39549.57143,,163332.53,208949.0843,182756,
Brazil,BRA,2020-09-07,39315.71429,,162707.11,207203.6621,180965,
Brazil,BRA,2020-09-08,34217.42857,,161276.44,,179142,
Brazil,BRA,2020-09-09,30163.14286,,158010.86,,177289,
Brazil,BRA,2020-09-10,28574.85714,,155615.44,,175409,
Brazil,BRA,2020-09-11,28115.42857,,153773.17,,173504,
Brazil,BRA,2020-09-12,27047.42857,,152008.5,,171577,
Brazil,BRA,2020-09-13,27526.71429,,,,,
Brazil,BRA,2020-09-14,27562,,,,,
Brazil,BRA,2020-09-15,28259.42857,,,,,
British Virgin Islands,VGB,2020-03-29,0.66667,,,,,
British Virgin Islands,VGB,2020-03-30,0.5,,,,,
British Virgin Islands,VGB,2020-03-31,0.6,,,,,
British Virgin Islands,VGB,2020-04-01,0.5,,,,,
British Virgin Islands,VGB,2020-04-02,0.42857,,,,,
British Virgin Islands,VGB,2020-04-03,0.14286,,,,,
British Virgin Islands,VGB,2020-04-04,0.14286,,,,,
British Virgin Islands,VGB,2020-04-05,0.14286,,,,,
British Virgin Islands,VGB,2020-04-06,0.14286,,,,,
British Virgin Islands,VGB,2020-04-07,0,,,,,
British Virgin Islands,VGB,2020-04-08,0,,,,,
British Virgin Islands,VGB,2020-04-09,0,,,,,
British Virgin Islands,VGB,2020-04-10,0,,,,,
British Virgin Islands,VGB,2020-04-11,0,,,,,
British Virgin Islands,VGB,2020-04-12,0,,,,,
British Virgin Islands,VGB,2020-04-13,0,,,,,
British Virgin Islands,VGB,2020-04-14,0,,,,,
British Virgin Islands,VGB,2020-04-15,0,,,,,
British Virgin Islands,VGB,2020-04-16,0,,,,,
British Virgin Islands,VGB,2020-04-17,0,,,,,
British Virgin Islands,VGB,2020-04-18,0,,,,,
British Virgin Islands,VGB,2020-04-19,0,,,,,
British Virgin Islands,VGB,2020-04-20,0.14286,,,,,
British Virgin Islands,VGB,2020-04-21,0.28571,,,,,
British Virgin Islands,VGB,2020-04-22,0.28571,,,,,
British Virgin Islands,VGB,2020-04-23,0.28571,,,,,
British Virgin Islands,VGB,2020-04-24,0.28571,,,,,
British Virgin Islands,VGB,2020-04-25,0.42857,,,,,
British Virgin Islands,VGB,2020-04-26,0.42857,,,,,
British Virgin Islands,VGB,2020-04-27,0.28571,,,,,
British Virgin Islands,VGB,2020-04-28,0.14286,,,,,
British Virgin Islands,VGB,2020-04-29,0.14286,,,,,
British Virgin Islands,VGB,2020-04-30,0.14286,,,,,
British Virgin Islands,VGB,2020-05-01,0.14286,,,,,
British Virgin Islands,VGB,2020-05-02,0,,,,,
British Virgin Islands,VGB,2020-05-03,0,,,,,
British Virgin Islands,VGB,2020-05-04,0,,,,,
British Virgin Islands,VGB,2020-05-05,0.14286,,,,,
British Virgin Islands,VGB,2020-05-06,0.14286,,,,,
British Virgin Islands,VGB,2020-05-07,0.14286,,,,,
British Virgin Islands,VGB,2020-05-08,0.14286,,,,,
British Virgin Islands,VGB,2020-05-09,0.14286,,,,,
British Virgin Islands,VGB,2020-05-10,0.14286,,,,,
British Virgin Islands,VGB,2020-05-11,0.14286,,,,,
British Virgin Islands,VGB,2020-05-12,0,,,,,
British Virgin Islands,VGB,2020-05-13,0,,,,,
British Virgin Islands,VGB,2020-05-14,0,,,,,
British Virgin Islands,VGB,2020-05-15,0.14286,,,,,
British Virgin Islands,VGB,2020-05-16,0.14286,,,,,
British Virgin Islands,VGB,2020-05-17,0.14286,,,,,
British Virgin Islands,VGB,2020-05-18,0.14286,,,,,
British Virgin Islands,VGB,2020-05-19,0.14286,,,,,
British Virgin Islands,VGB,2020-05-20,0.14286,,,,,
British Virgin Islands,VGB,2020-05-21,0.14286,,,,,
British Virgin Islands,VGB,2020-05-22,0,,,,,
British Virgin Islands,VGB,2020-05-23,0,,,,,
British Virgin Islands,VGB,2020-05-24,0,,,,,
British Virgin Islands,VGB,2020-05-25,0,,,,,
British Virgin Islands,VGB,2020-05-26,0,,,,,
British Virgin Islands,VGB,2020-05-27,0,,,,,
British Virgin Islands,VGB,2020-05-28,0,,,,,
British Virgin Islands,VGB,2020-05-29,0,,,,,
British Virgin Islands,VGB,2020-05-30,0,,,,,
British Virgin Islands,VGB,2020-05-31,0,,,,,
British Virgin Islands,VGB,2020-06-01,0,,,,,
British Virgin Islands,VGB,2020-06-02,0,,,,,
British Virgin Islands,VGB,2020-06-03,0,,,,,
British Virgin Islands,VGB,2020-06-04,0,,,,,
British Virgin Islands,VGB,2020-06-05,0,,,,,
British Virgin Islands,VGB,2020-06-06,0,,,,,
British Virgin Islands,VGB,2020-06-07,0,,,,,
British Virgin Islands,VGB,2020-06-08,0,,,,,
British Virgin Islands,VGB,2020-06-09,0,,,,,
British Virgin Islands,VGB,2020-06-10,0,,,,,
British Virgin Islands,VGB,2020-06-11,0,,,,,
British Virgin Islands,VGB,2020-06-12,0,,,,,
British Virgin Islands,VGB,2020-06-13,0,,,,,
British Virgin Islands,VGB,2020-06-14,0,,,,,
British Virgin Islands,VGB,2020-06-15,0,,,,,
British Virgin Islands,VGB,2020-06-16,0,,,,,
British Virgin Islands,VGB,2020-06-17,0,,,,,
British Virgin Islands,VGB,2020-06-18,0,,,,,
British Virgin Islands,VGB,2020-06-19,0,,,,,
British Virgin Islands,VGB,2020-06-20,0,,,,,
British Virgin Islands,VGB,2020-06-21,0,,,,,
British Virgin Islands,VGB,2020-06-22,0,,,,,
British Virgin Islands,VGB,2020-06-23,0,,,,,
British Virgin Islands,VGB,2020-06-24,0,,,,,
British Virgin Islands,VGB,2020-06-25,0,,,,,
British Virgin Islands,VGB,2020-06-26,0,,,,,
British Virgin Islands,VGB,2020-06-27,0,,,,,
British Virgin Islands,VGB,2020-06-28,0,,,,,
British Virgin Islands,VGB,2020-06-29,0,,,,,
British Virgin Islands,VGB,2020-06-30,0,,,,,
British Virgin Islands,VGB,2020-07-01,0,,,,,
British Virgin Islands,VGB,2020-07-02,0,,,,,
British Virgin Islands,VGB,2020-07-03,0,,,,,
British Virgin Islands,VGB,2020-07-04,0,,,,,
British Virgin Islands,VGB,2020-07-05,0,,,,,
British Virgin Islands,VGB,2020-07-06,0,,,,,
British Virgin Islands,VGB,2020-07-07,0,,,,,
British Virgin Islands,VGB,2020-07-08,0,,,,,
British Virgin Islands,VGB,2020-07-09,0,,,,,
British Virgin Islands,VGB,2020-07-10,0,,,,,
British Virgin Islands,VGB,2020-07-11,0,,,,,
British Virgin Islands,VGB,2020-07-12,0,,,,,
British Virgin Islands,VGB,2020-07-13,0,,,,,
British Virgin Islands,VGB,2020-07-14,0,,,,,
British Virgin Islands,VGB,2020-07-15,0,,,,,
British Virgin Islands,VGB,2020-07-16,0,,,,,
British Virgin Islands,VGB,2020-07-17,0,,,,,
British Virgin Islands,VGB,2020-07-18,0,,,,,
British Virgin Islands,VGB,2020-07-19,0,,,,,
British Virgin Islands,VGB,2020-07-20,0,,,,,
British Virgin Islands,VGB,2020-07-21,0,,,,,
British Virgin Islands,VGB,2020-07-22,0,,,,,
British Virgin Islands,VGB,2020-07-23,0,,,,,
British Virgin Islands,VGB,2020-07-24,0,,,,,
British Virgin Islands,VGB,2020-07-25,0,,,,,
British Virgin Islands,VGB,2020-07-26,0,,,,,
British Virgin Islands,VGB,2020-07-27,0,,,,,
British Virgin Islands,VGB,2020-07-28,0,,,,,
British Virgin Islands,VGB,2020-07-29,0,,,,,
British Virgin Islands,VGB,2020-07-30,0,,,,,
British Virgin Islands,VGB,2020-07-31,0,,,,,
British Virgin Islands,VGB,2020-08-01,0,,,,,
British Virgin Islands,VGB,2020-08-02,0,,,,,
British Virgin Islands,VGB,2020-08-03,0.14286,,,,,
British Virgin Islands,VGB,2020-08-04,0.14286,,,,,
British Virgin Islands,VGB,2020-08-05,0.14286,,,,,
British Virgin Islands,VGB,2020-08-06,0.14286,,,,,
British Virgin Islands,VGB,2020-08-07,0.14286,,,,,
British Virgin Islands,VGB,2020-08-08,0.14286,,,,,
British Virgin Islands,VGB,2020-08-09,0.14286,,,,,
British Virgin Islands,VGB,2020-08-10,0,,,,,
British Virgin Islands,VGB,2020-08-11,0,,,,,
British Virgin Islands,VGB,2020-08-12,0,,,,,
British Virgin Islands,VGB,2020-08-13,0,,,,,
British Virgin Islands,VGB,2020-08-14,0,,,,,
British Virgin Islands,VGB,2020-08-15,0,,,,,
British Virgin Islands,VGB,2020-08-16,0,,,,,
British Virgin Islands,VGB,2020-08-17,0,,,,,
British Virgin Islands,VGB,2020-08-18,0,,,,,
British Virgin Islands,VGB,2020-08-19,0.28571,,,,,
British Virgin Islands,VGB,2020-08-20,0.28571,,,,,
British Virgin Islands,VGB,2020-08-21,0.42857,,,,,
British Virgin Islands,VGB,2020-08-22,1.71429,,,,,
British Virgin Islands,VGB,2020-08-23,1.71429,,,,,
British Virgin Islands,VGB,2020-08-24,1.71429,,,,,
British Virgin Islands,VGB,2020-08-25,2.42857,,,,,
British Virgin Islands,VGB,2020-08-26,2.14286,,,,,
British Virgin Islands,VGB,2020-08-27,2.14286,,,,,
British Virgin Islands,VGB,2020-08-28,2,,,,,
British Virgin Islands,VGB,2020-08-29,2,,,,,
British Virgin Islands,VGB,2020-08-30,2,,,,,
British Virgin Islands,VGB,2020-08-31,2.28571,,,,,
British Virgin Islands,VGB,2020-09-01,3,,,,,
British Virgin Islands,VGB,2020-09-02,3,,,,,
British Virgin Islands,VGB,2020-09-03,3,,,,,
British Virgin Islands,VGB,2020-09-04,3,,,,,
British Virgin Islands,VGB,2020-09-05,4,,,,,
British Virgin Islands,VGB,2020-09-06,4,,,,,
British Virgin Islands,VGB,2020-09-07,3.71429,,,,,
British Virgin Islands,VGB,2020-09-08,2.28571,,,,,
British Virgin Islands,VGB,2020-09-09,2.28571,,,,,
British Virgin Islands,VGB,2020-09-10,2.28571,,,,,
British Virgin Islands,VGB,2020-09-11,2.28571,,,,,
British Virgin Islands,VGB,2020-09-12,0.14286,,,,,
British Virgin Islands,VGB,2020-09-13,0.42857,,,,,
British Virgin Islands,VGB,2020-09-14,0.42857,,,,,
British Virgin Islands,VGB,2020-09-15,0.42857,,,,,
Brunei,BRN,2020-03-13,8.33333,,,,,
Brunei,BRN,2020-03-14,9.25,,,,,
Brunei,BRN,2020-03-15,8,,,,,
Brunei,BRN,2020-03-16,8.33333,,,,,
Brunei,BRN,2020-03-17,8.83333,,,,,
Brunei,BRN,2020-03-18,7.85714,,,,,
Brunei,BRN,2020-03-19,8.14286,,,,,
Brunei,BRN,2020-03-20,6.85714,,,,,
Brunei,BRN,2020-03-21,5.85714,,,,,
Brunei,BRN,2020-03-22,6.14286,,,,,
Brunei,BRN,2020-03-23,5.42857,,,,,
Brunei,BRN,2020-03-24,5.28571,,,,,
Brunei,BRN,2020-03-25,6.85714,,,,,
Brunei,BRN,2020-03-26,5.57143,,,,,
Brunei,BRN,2020-03-27,5.85714,,,,,
Brunei,BRN,2020-03-28,5.28571,,,,,
Brunei,BRN,2020-03-29,5.28571,,,,,
Brunei,BRN,2020-03-30,5.42857,,,,,
Brunei,BRN,2020-03-31,5.14286,,,,,
Brunei,BRN,2020-04-01,3.57143,,,,,
Brunei,BRN,2020-04-02,3.42857,,,,,
Brunei,BRN,2020-04-03,2.71429,,,,,
Brunei,BRN,2020-04-04,2.57143,,0,,,
Brunei,BRN,2020-04-05,2.14286,,0.15,,,
Brunei,BRN,2020-04-06,1.28571,,0.42,,,
Brunei,BRN,2020-04-07,1.14286,,0.86,,,
Brunei,BRN,2020-04-08,0.85714,,0.81,,,
Brunei,BRN,2020-04-09,0.57143,,0.82,,,
Brunei,BRN,2020-04-10,0.28571,,0.9,,,
Brunei,BRN,2020-04-11,0.42857,,0.98,,,
Brunei,BRN,2020-04-12,0.14286,,0.93,,,
Brunei,BRN,2020-04-13,0.14286,,1.13,,,
Brunei,BRN,2020-04-14,0.14286,,1,,,
Brunei,BRN,2020-04-15,0.14286,,1.27,,,
Brunei,BRN,2020-04-16,0.14286,,1.25,,,
Brunei,BRN,2020-04-17,0.14286,,1.25,,,
Brunei,BRN,2020-04-18,0,,1.32,,,
Brunei,BRN,2020-04-19,0.14286,,1.17,,,
Brunei,BRN,2020-04-20,0.28571,,1.49,,,
Brunei,BRN,2020-04-21,0.28571,,1.51,,,
Brunei,BRN,2020-04-22,0.28571,,1.41,,,
Brunei,BRN,2020-04-23,0.28571,,1.5,,,
Brunei,BRN,2020-04-24,0.28571,,1.5,,,
Brunei,BRN,2020-04-25,0.28571,,1.49,,,
Brunei,BRN,2020-04-26,0.14286,,1.63,,,
Brunei,BRN,2020-04-27,0,,1.58,,,
Brunei,BRN,2020-04-28,0,,1.65,,,
Brunei,BRN,2020-04-29,0,,1.91,,,
Brunei,BRN,2020-04-30,0,,1.8,,,
Brunei,BRN,2020-05-01,0,,1.99,,,
Brunei,BRN,2020-05-02,0,,2.01,,,
Brunei,BRN,2020-05-03,0,,2.14,,,
Brunei,BRN,2020-05-04,0,,2.15,,,
Brunei,BRN,2020-05-05,0,,2.18,,,
Brunei,BRN,2020-05-06,0,,2.53,,,
Brunei,BRN,2020-05-07,0.14286,,2.29,,,
Brunei,BRN,2020-05-08,0.42857,,2.35,,,
Brunei,BRN,2020-05-09,0.42857,,2.59,,,
Brunei,BRN,2020-05-10,0.42857,,2.58,,,
Brunei,BRN,2020-05-11,0.42857,,2.88,,,
Brunei,BRN,2020-05-12,0.42857,,2.78,,,
Brunei,BRN,2020-05-13,0.42857,,2.59,,,
Brunei,BRN,2020-05-14,0.28571,,2.54,,,
Brunei,BRN,2020-05-15,0,,2.69,,,
Brunei,BRN,2020-05-16,0,,2.71,,,
Brunei,BRN,2020-05-17,0,,2.78,,,
Brunei,BRN,2020-05-18,0,,2.93,,,
Brunei,BRN,2020-05-19,0,,3.08,,,
Brunei,BRN,2020-05-20,0,,2.82,,,
Brunei,BRN,2020-05-21,0,,2.8,,,
Brunei,BRN,2020-05-22,0,,3.17,,,
Brunei,BRN,2020-05-23,0,,2.96,,,
Brunei,BRN,2020-05-24,0,,3.19,,,
Brunei,BRN,2020-05-25,0,,2.95,,,
Brunei,BRN,2020-05-26,0,,3.34,,,
Brunei,BRN,2020-05-27,0,,3.35,,,
Brunei,BRN,2020-05-28,0,,3.12,,,
Brunei,BRN,2020-05-29,0,,3.38,,,
Brunei,BRN,2020-05-30,0,,3.23,,,
Brunei,BRN,2020-05-31,0,,3.26,,,
Brunei,BRN,2020-06-01,0,,3.17,,,
Brunei,BRN,2020-06-02,0,,3.14,,,
Brunei,BRN,2020-06-03,0,,2.99,,,
Brunei,BRN,2020-06-04,0,,3.05,,,
Brunei,BRN,2020-06-05,0,,3.2,,,
Brunei,BRN,2020-06-06,0,,3.55,,,
Brunei,BRN,2020-06-07,0,,3.38,,,
Brunei,BRN,2020-06-08,0,,3.48,,,
Brunei,BRN,2020-06-09,0,,3.34,,,
Brunei,BRN,2020-06-10,0,,3.48,,,
Brunei,BRN,2020-06-11,0,,3.3,,,
Brunei,BRN,2020-06-12,0,,3.41,,,
Brunei,BRN,2020-06-13,0,,2.93,,,
Brunei,BRN,2020-06-14,0,,3.26,,,
Brunei,BRN,2020-06-15,0,,3.02,,,
